       -0.6160082920       -0.6802978380        0.0000000000
       -0.6160082920       -0.4761003219        0.0000000000
       -0.6160082920       -0.2719028058        0.0000000000
       -0.6160082920       -0.0677052896        0.0000000000
       -0.6160082920        0.1364922265        0.0000000000
       -0.6160082920        0.3406897426        0.0000000000
       -0.6160082920        0.5448872587       -0.0000010576
       -0.6160082920        0.7490847748       -0.0000018777
       -0.6160082920        0.9532822910       -0.0000032794
       -0.6160082920        1.1574798071       -0.0000056251
       -0.6160082920        1.3616773232       -0.0000094585
       -0.6160082920        1.5658748393       -0.0000155584
       -0.6160082920        1.7700723555       -0.0000249850
       -0.6160082920        1.9742698716       -0.0000390983
       -0.6160082920        2.1784673877       -0.0000595272
       -0.6160082920        2.3826649038       -0.0000880627
       -0.6160082920        2.5868624199       -0.0001264615
       -0.6160082920        2.7910599361       -0.0001761593
       -0.6160082920        2.9952574522       -0.0002379227
       -0.6160082920        3.1994549683       -0.0003114955
       -0.6160082920        3.4036524844       -0.0003953203
       -0.6160082920        3.6078500005       -0.0004864238
       -0.6160082920        3.8120475167       -0.0005805383
       -0.6160082920        4.0162450328       -0.0006724876
       -0.6160082920        4.2204425489       -0.0007568093
       -0.6160082920        4.4246400650       -0.0008285154
       -0.6160082920        4.6288375812       -0.0008838509
       -0.6160082920        4.8330350973       -0.0009208875
       -0.6160082920        5.0372326134       -0.0009398200
       -0.6160082920        5.2414301295       -0.0009428879
       -0.6160082920        5.4456276456       -0.0009339325
       -0.6160082920        5.6498251618       -0.0009176784
       -0.6160082920        5.8540226779       -0.0008988914
       -0.6160082920        6.0582201940       -0.0008815875
       -0.6160082920        6.2624177101       -0.0008684530
       -0.6160082920        6.4666152262       -0.0008605805
       -0.6160082920        6.6708127424       -0.0008575545
       -0.6160082920        6.8750102585       -0.0008578396
       -0.6160082920        7.0792077746       -0.0008593607
       -0.6160082920        7.2834052907       -0.0008601285
       -0.6160082920        7.4876028068       -0.0008587627
       -0.6160082920        7.6918003230       -0.0008547977
       -0.6160082920        7.8959978391       -0.0008487200
       -0.6160082920        8.1001953552       -0.0008417532
       -0.6160082920        8.3043928713       -0.0008354726
       -0.6160082920        8.5085903875       -0.0008313689
       -0.6160082920        8.7127879036       -0.0008304814
       -0.6160082920        8.9169854197       -0.0008331934
       -0.6160082920        9.1211829358       -0.0008392222
       -0.6160082920        9.3253804519       -0.0008477793
       -0.6160082920        9.5295779681       -0.0008578286
       -0.6160082920        9.7337754842       -0.0008683483
       -0.6160082920        9.9379730003       -0.0008785202
       -0.6160082920       10.1421705164       -0.0008878023
       -0.6160082920       10.3463680325       -0.0008958934
       -0.6160082920       10.5505655487       -0.0009026313
       -0.6160082920       10.7547630648       -0.0009078895
       -0.6160082920       10.9589605809       -0.0009115231
       -0.6160082920       11.1631580970       -0.0009133897
