   400.000      2.685776590      6.838040623      1.058000000      1.058000000      0.001000000   0.000 
   800.000      2.814200799      6.850761998      1.058000000      1.058000000      0.001000000   0.000 
  1200.000      2.907120010      6.887082750      1.058000000      1.058000000      0.001000000   0.000 
  1600.000      2.848800010      6.935321008      1.058000000      1.058000000      0.001000000   0.000 
  2000.000      2.732546938      6.869102121      1.058000000      1.058000000      0.001000000   0.000 
  2400.000      2.737524536      6.780364647      1.058000000      1.058000000      0.001000000   0.000 
  2800.000      2.848108771      6.751628410      1.058000000      1.058000000      0.001000000   0.000 
  3200.000      2.872635032      6.694552110      1.058000000      1.058000000      0.001000000   0.000 
  3600.000      2.828773720      6.781486048      1.058000000      1.058000000      0.001000000   0.000 
  4000.000      2.698339758      6.839035470      1.058000000      1.058000000      0.001000000   0.000 
  4400.000      2.763106665      6.934665453      1.058000000      1.058000000      0.001000000   0.000 
  4800.000      2.837398838      6.925441109      1.058000000      1.058000000      0.001000000   0.000 
  5200.000      2.701082264      6.753207954      1.058000000      1.058000000      0.001000000   0.000 
  5600.000      2.741585176      6.771825927      1.058000000      1.058000000      0.001000000   0.000 
  6000.000      2.888079450      6.848440623      1.058000000      1.058000000      0.001000000   0.000 
  6400.000      2.821658252      6.793538632      1.058000000      1.058000000      0.001000000   0.000 
  6800.000      2.718055884      6.751463625      1.058000000      1.058000000      0.001000000   0.000 
  7200.000      2.823579224      6.812138574      1.058000000      1.058000000      0.001000000   0.000 
  7600.000      2.916361812      6.893608796      1.058000000      1.058000000      0.001000000   0.000 
  8000.000      2.726074264      6.855452557      1.058000000      1.058000000      0.001000000   0.000 
  8400.000      2.623468956      6.887141783      1.058000000      1.058000000      0.001000000   0.000 
  8800.000      2.812612702      7.072277565      1.058000000      1.058000000      0.001000000   0.000 
  9200.000      2.852968606      7.099180720      1.058000000      1.058000000      0.001000000   0.000 
  9600.000      2.827454764      7.094809623      1.058000000      1.058000000      0.001000000   0.000 
 10000.000      2.800066688      7.113702473      1.058000000      1.058000000      0.001000000   0.000 
 10400.000      2.738377894      7.237270547      1.058000000      1.058000000      0.001000000   0.000 
 10800.000      2.747687778      7.352927279      1.058000000      1.058000000      0.001000000   0.000 
 11200.000      2.824620998      7.502626112      1.058000000      1.058000000      0.001000000   0.000 
 11600.000      2.795360672      7.539045831      1.058000000      1.058000000      0.001000000   0.000 
 12000.000      2.752066540      7.628423368      1.058000000      1.058000000      0.001000000   0.000 
 12400.000      2.748347122      7.800497582      1.058000000      1.058000000      0.001000000   0.000 
 12800.000      2.765893412      7.777843200      1.058000000      1.058000000      0.001000000   0.000 
 13200.000      2.837370350      7.788934970      1.058000000      1.058000000      0.001000000   0.000 
 13600.000      2.812191650      7.911487197      1.058000000      1.058000000      0.001000000   0.000 
 14000.000      2.787380326      8.165108378      1.058000000      1.058000000      0.001000000   0.000 
 14400.000      2.797463448      8.349956144      1.058000000      1.058000000      0.001000000   0.000 
 14800.000      2.824769177      8.516287571      1.058000000      1.058000000      0.001000000   0.000 
 15200.000      2.795859565      8.636542876      1.058000000      1.058000000      0.001000000   0.000 
 15600.000      2.754729391      8.783802067      1.058000000      1.058000000      0.001000000   0.000 
 16000.000      2.805884322      8.989440871      1.058000000      1.058000000      0.001000000   0.000 
