#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  178
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  178
#! SET periodic_psi true
   -3.141592654   -3.141592654  -11.434565344    7.186879871   -0.685282957
   -3.106293860   -3.141592654  -13.981367774    7.063401627   -0.452311728
   -3.070995066   -3.141592654  -16.300640846    5.922891984   -0.458832579
   -3.035696272   -3.141592654  -18.082716554    4.105395449   -0.679026420
   -3.000397478   -3.141592654  -19.189552407    2.200322413   -0.972754568
   -2.965098684   -3.141592654  -19.690507934    0.737496211   -1.160708384
   -2.929799890   -3.141592654  -19.791607426   -0.052736136   -1.121189062
   -2.894501097   -3.141592654  -19.724525536   -0.241139540   -0.854081397
   -2.859202303   -3.141592654  -19.661978239   -0.077390008   -0.472156255
   -2.823903509   -3.141592654  -19.683295830    0.195778015   -0.128164620
   -2.788604715   -3.141592654  -19.792227640    0.400595024    0.065283474
   -2.753305921   -3.141592654  -19.951717081    0.485830031    0.080689735
   -2.718007127   -3.141592654  -20.132161842    0.548850104   -0.041596194
   -2.682708333   -3.141592654  -20.355366944    0.762877000   -0.245172229
   -2.647409540   -3.141592654  -20.696748076    1.218186744   -0.486374751
   -2.612110746   -3.141592654  -21.221658862    1.752275248   -0.737583733
   -2.576811952   -3.141592654  -21.896305796    1.996830160   -0.976222781
   -2.541513158   -3.141592654  -22.552515182    1.600399665   -1.184524311
   -2.506214364   -3.141592654  -22.944749499    0.542452309   -1.365957696
   -2.470915570   -3.141592654  -22.893875364   -0.835556676   -1.538513567
   -2.435616776   -3.141592654  -22.385888729   -1.937611621   -1.702771054
   -2.400317983   -3.141592654  -21.613443235   -2.284456792   -1.830012555
   -2.365019189   -3.141592654  -20.877939518   -1.747123086   -1.889004540
   -2.329720395   -3.141592654  -20.446833376   -0.642508433   -1.891043630
   -2.294421601   -3.141592654  -20.418983926    0.445453534   -1.907829442
   -2.259122807   -3.141592654  -20.691246733    0.981677223   -2.025504502
   -2.223824013   -3.141592654  -21.023881858    0.788944448   -2.271599258
   -2.188525219   -3.141592654  -21.182149755    0.047699211   -2.584987814
   -2.153226425   -3.141592654  -21.035902518   -0.866638729   -2.857128748
   -2.117927632   -3.141592654  -20.578934575   -1.679535599   -3.008143823
   -2.082628838   -3.141592654  -19.871396953   -2.276427590   -3.031584386
   -2.047330044   -3.141592654  -18.991141132   -2.671696008   -3.005037696
   -2.012031250   -3.141592654  -18.010568764   -2.823910690   -3.031161124
   -1.976732456   -3.141592654  -17.035683094   -2.624937015   -3.187126336
   -1.941433662   -3.141592654  -16.209905347   -1.977178275   -3.474832528
   -1.906134868   -3.141592654  -15.679593385   -0.993350925   -3.811648937
   -1.870836075   -3.141592654  -15.500709091   -0.065803809   -4.065752855
   -1.835537281   -3.141592654  -15.568406204    0.346138199   -4.125263043
   -1.800238487   -3.141592654  -15.656599443    0.055208589   -3.961971809
   -1.764939693   -3.141592654  -15.553977655   -0.645453116   -3.631708838
   -1.729640899   -3.141592654  -15.215604641   -1.195006402   -3.248810590
   -1.694342105   -3.141592654  -14.776577876   -1.179840906   -2.918792057
   -1.659043311   -3.141592654  -14.438006429   -0.681872409   -2.700391967
   -1.623744518   -3.141592654  -14.296838084   -0.155678574   -2.595619532
   -1.588445724   -3.141592654  -14.278443760   -0.020557866   -2.539373588
   -1.553146930   -3.141592654  -14.225892167   -0.316570865   -2.425196039
   -1.517848136   -3.141592654  -14.042806942   -0.692626877   -2.156239253
   -1.482549342   -3.141592654  -13.774465744   -0.757409046   -1.701324335
   -1.447250548   -3.141592654  -13.553102686   -0.446698333   -1.130183346
   -1.411951754   -3.141592654  -13.459602260   -0.105797227   -0.606013204
   -1.376652961   -3.141592654  -13.417943175   -0.244516485   -0.325294108
   -1.341354167   -3.141592654  -13.196235018   -1.120611013   -0.438615312
   -1.306055373   -3.141592654  -12.554519166   -2.558277278   -0.975427859
