#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  178
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  178
#! SET periodic_psi true
   -3.141592654   -3.141592654  -63.538383459    3.891654295   -1.514063146
   -3.106293860   -3.141592654  -65.079683111    4.848199388   -1.606180265
   -3.070995066   -3.141592654  -66.926525419    5.540694634   -1.823191680
   -3.035696272   -3.141592654  -68.895205948    5.481127813   -2.098805827
   -3.000397478   -3.141592654  -70.700728264    4.655750783   -2.339177986
   -2.965098684   -3.141592654  -72.133333487    3.454102365   -2.453048646
   -2.929799890   -3.141592654  -73.151309880    2.382596926   -2.369468398
   -2.894501097   -3.141592654  -73.865671113    1.776839159   -2.081259459
   -2.859202303   -3.141592654  -74.453075371    1.630324333   -1.668504743
   -2.823903509   -3.141592654  -75.037722007    1.712439622   -1.266217095
   -2.788604715   -3.141592654  -75.645880107    1.731120427   -1.011152444
   -2.753305921   -3.141592654  -76.221913835    1.507859636   -0.964636755
   -2.718007127   -3.141592654  -76.683051258    1.095699937   -1.092100183
   -2.682708333   -3.141592654  -76.987880619    0.662990950   -1.310459310
   -2.647409540   -3.141592654  -77.156706724    0.350135938   -1.529508081
   -2.612110746   -3.141592654  -77.234764955    0.127623719   -1.689520904
   -2.576811952   -3.141592654  -77.232393677   -0.139589137   -1.761000357
   -2.541513158   -3.141592654  -77.108203164   -0.567206238   -1.742489839
   -2.506214364   -3.141592654  -76.812285053   -1.078179351   -1.660394530
   -2.470915570   -3.141592654  -76.354501325   -1.455184442   -1.564502708
   -2.435616776   -3.141592654  -75.817864314   -1.498926953   -1.498442248
   -2.400317983   -3.141592654  -75.327208952   -1.218775156   -1.481948692
   -2.365019189   -3.141592654  -74.962272286   -0.834747213   -1.493743781
   -2.329720395   -3.141592654  -74.711618673   -0.607671442   -1.488654993
   -2.294421601   -3.141592654  -74.490618174   -0.662063326   -1.426545081
   -2.259122807   -3.141592654  -74.207054912   -0.948663864   -1.307661383
   -2.223824013   -3.141592654  -73.808958890   -1.275671821   -1.185032329
   -2.188525219   -3.141592654  -73.310629193   -1.501477624   -1.143713422
   -2.153226425   -3.141592654  -72.763729186   -1.538967991   -1.251937421
   -2.117927632   -3.141592654  -72.230977006   -1.434593517   -1.509594874
   -2.082628838   -3.141592654  -71.746545924   -1.280692241   -1.834540327
   -2.047330044   -3.141592654  -71.310427206   -1.179500034   -2.124237561
   -2.012031250   -3.141592654  -70.894563598   -1.166083744   -2.307912755
   -1.976732456   -3.141592654  -70.475390295   -1.187727568   -2.389016364
   -1.941433662   -3.141592654  -70.055815459   -1.155170734   -2.410043723
   -1.906134868   -3.141592654  -69.663385767   -1.019918320   -2.398152170
   -1.870836075   -3.141592654  -69.327269684   -0.868899615   -2.343889305
   -1.835537281   -3.141592654  -69.031244510   -0.805660466   -2.221910511
   -1.800238487   -3.141592654  -68.736005453   -0.860409053   -2.041206743
   -1.764939693   -3.141592654  -68.416230432   -0.894855601   -1.835730113
   -1.729640899   -3.141592654  -68.114158941   -0.755064274   -1.648174593
   -1.694342105   -3.141592654  -67.900539806   -0.417934838   -1.504746877
   -1.659043311   -3.141592654  -67.808486598   -0.113370413   -1.414693970
   -1.623744518   -3.141592654  -67.772536545   -0.144204176   -1.406017573
   -1.588445724   -3.141592654  -67.650311398   -0.570669648   -1.502595648
   -1.553146930   -3.141592654  -67.338729799   -1.170829941   -1.691110639
   -1.517848136   -3.141592654  -66.837681937   -1.603111528   -1.914577617
   -1.482549342   -3.141592654  -66.236224420   -1.732435873   -2.083069862
   -1.447250548   -3.141592654  -65.628507570   -1.677875929   -2.124151330
   -1.411951754   -3.141592654  -65.044292535   -1.608539850   -2.029664252
   -1.376652961   -3.141592654  -64.476803045   -1.589746936   -1.859365107
   -1.341354167   -3.141592654  -63.915789278   -1.557100576   -1.723546682
   -1.306055373   -3.141592654  -63.373135467   -1.485514010   -1.730350374
   -1.270756579   -3.141592654  -62.854859729   -1.449558246   -1.931784816
   -1.235457785   -3.141592654  -62.324415864   -1.571727740   -2.288855634
   -1.200158991   -3.141592654  -61.708885944   -1.931941446   -2.690181135
   -1.164860197   -3.141592654  -60.924281468   -2.501799981   -3.011463182
   -1.129561404   -3.141592654  -59.923901602   -3.146073165   -3.176498722
   -1.094262610   -3.141592654  -58.711633952   -3.680753933   -3.183168683
   -1.058963816   -3.141592654  -57.338206137   -4.047580407   -3.090925867
   -1.023665022   -3.141592654  -55.852978173   -4.348476769   -2.995504540
   -0.988366228   -3.141592654  -54.248918838   -4.731021687   -3.011694759
   -0.953067434   -3.141592654  -52.482645417   -5.280592291   -3.234766007
   -0.917768640   -3.141592654  -50.507423591   -5.886127450   -3.697542478
   -0.882469847   -3.141592654  -48.333338912   -6.376439186   -4.324209767
   -0.847171053   -3.141592654  -46.025491403   -6.633070354   -4.952464185
   -0.811872259   -3.141592654  -43.666889612   -6.684125615   -5.393224176
   -0.776573465   -3.141592654  -41.302917624   -6.701903209   -5.554413712
   -0.741274671   -3.141592654  -38.905245287   -6.901483418   -5.491551943
   -0.705975877   -3.141592654  -36.382534197   -7.403599571   -5.364508587
   -0.670677083   -3.141592654  -33.640369573   -8.128043571   -5.316976354
   -0.635378289   -3.141592654  -30.644522941   -8.788703105   -5.368645169
   -0.600079496   -3.141592654  -27.467604836   -9.116010786   -5.412082308
   -0.564780702   -3.141592654  -24.253335865   -8.994554450   -5.324071322
   -0.529481908   -3.141592654  -21.153517789   -8.486473050   -5.080769981
   -0.494183114   -3.141592654  -18.282954325   -7.734451196   -4.780140862
   -0.458884320   -3.141592654  -15.700303243   -6.875764109   -4.562984178
   -0.423585526   -3.141592654  -13.416462608   -6.069645034   -4.490682028
   -0.388286732   -3.141592654  -11.388382558   -5.421486537   -4.508779134
   -0.352987939   -3.141592654   -9.558854802   -4.959274417   -4.500411744
   -0.317689145   -3.141592654   -7.880124275   -4.530949026   -4.379297639
   -0.282390351   -3.141592654   -6.365192064   -4.008440986   -4.137629201
   -0.247091557   -3.141592654   -5.056577328   -3.386783251   -3.811097285
   -0.211792763   -3.141592654   -3.970063202   -2.766722949   -3.426450512
   -0.176493969   -3.141592654   -3.082080435   -2.286365695   -2.978581166
   -0.141195175   -3.141592654   -2.336305186   -1.953210546   -2.459026839
   -0.105896382   -3.141592654   -1.693318981   -1.683511521   -1.890243388
   -0.070597588   -3.141592654   -1.148314555   -1.387675353   -1.331120996
   -0.035298794   -3.141592654   -0.718379069   -1.039430217   -0.845990294
    0.000000000   -3.141592654   -0.417262340   -0.664114410   -0.478380453
    0.035298794   -3.141592654   -0.247845763   -0.286479240   -0.228613821
    0.070597588   -3.141592654   -0.211508548    0.089400872   -0.061102036
    0.105896382   -3.141592654   -0.319930848    0.543940340    0.078721025
    0.141195175   -3.141592654   -0.616131509    1.165011680    0.255941886
    0.176493969   -3.141592654   -1.168493599    2.004539464    0.536825496
    0.211792763   -3.141592654   -2.053599484    3.030176159    0.976097855
    0.247091557   -3.141592654   -3.315861665    4.117714084    1.603270577
    0.282390351   -3.141592654   -4.946959621    5.082811390    2.395594852
    0.317689145   -3.141592654   -6.873290614    5.773966132    3.276853124
    0.352987939   -3.141592654   -8.988383652    6.165403559    4.131176517
    0.388286732   -3.141592654  -11.209460975    6.407347323    4.844265834
    0.423585526   -3.141592654  -13.523650625    6.737995197    5.338759105
    0.458884320   -3.141592654  -16.001250946    7.345997273    5.586547119
    0.494183114   -3.141592654  -18.741786076    8.201822733    5.585566884
    0.529481908   -3.141592654  -21.792152021    9.039712787    5.328004470
    0.564780702   -3.141592654  -25.077981890    9.477126620    4.800483464
