        0.1400695700       -0.5597719660        0.0000000000
        0.1400695700       -0.3586428162        0.0000000000
        0.1400695700       -0.1575136665        0.0000000000
        0.1400695700        0.0436154833        0.0000000000
        0.1400695700        0.2447446331        0.0000000000
        0.1400695700        0.4458737828        0.0000000000
        0.1400695700        0.6470029326        0.0000000000
        0.1400695700        0.8481320824        0.0000000000
        0.1400695700        1.0492612321        0.0000000000
        0.1400695700        1.2503903819        0.0000000000
        0.1400695700        1.4515195317       -0.0000011643
        0.1400695700        1.6526486814       -0.0000018580
        0.1400695700        1.8537778312       -0.0000029696
        0.1400695700        2.0549069810       -0.0000047356
        0.1400695700        2.2560361307       -0.0000074931
        0.1400695700        2.4571652805       -0.0000116941
        0.1400695700        2.6582944303       -0.0000179022
        0.1400695700        2.8594235801       -0.0000267644
        0.1400695700        3.0605527298       -0.0000389488
        0.1400695700        3.2616818796       -0.0000550483
        0.1400695700        3.4628110294       -0.0000754587
        0.1400695700        3.6639401791       -0.0001002508
        0.1400695700        3.8650693289       -0.0001290640
        0.1400695700        4.0661984787       -0.0001610521
        0.1400695700        4.2673276284       -0.0001949052
        0.1400695700        4.4684567782       -0.0002289575
        0.1400695700        4.6695859280       -0.0002613709
        0.1400695700        4.8707150777       -0.0002903624
        0.1400695700        5.0718442275       -0.0003144345
        0.1400695700        5.2729733773       -0.0003325611
        0.1400695700        5.4741025270       -0.0003442977
        0.1400695700        5.6752316768       -0.0003497987
        0.1400695700        5.8763608266       -0.0003497490
        0.1400695700        6.0774899763       -0.0003452331
        0.1400695700        6.2786191261       -0.0003375723
        0.1400695700        6.4797482759       -0.0003281587
        0.1400695700        6.6808774256       -0.0003183075
        0.1400695700        6.8820065754       -0.0003091409
        0.1400695700        7.0831357252       -0.0003015056
        0.1400695700        7.2842648749       -0.0002959287
        0.1400695700        7.4853940247       -0.0002926116
        0.1400695700        7.6865231745       -0.0002914612
        0.1400695700        7.8876523242       -0.0002921563
        0.1400695700        8.0887814740       -0.0002942389
        0.1400695700        8.2899106238       -0.0002972131
        0.1400695700        8.4910397735       -0.0003006324
        0.1400695700        8.6921689233       -0.0003041581
        0.1400695700        8.8932980731       -0.0003075775
        0.1400695700        9.0944272228       -0.0003107851
        0.1400695700        9.2955563726       -0.0003137388
        0.1400695700        9.4966855224       -0.0003164091
        0.1400695700        9.6978146722       -0.0003187416
        0.1400695700        9.8989438219       -0.0003206461
        0.1400695700       10.1000729717       -0.0003220166
        0.1400695700       10.3012021215       -0.0003227738
        0.1400695700       10.5023312712       -0.0003229161
        0.1400695700       10.7034604210       -0.0003225534
        0.1400695700       10.9045895708       -0.0003219044
        0.1400695700       11.1057187205       -0.0003212434
        0.1400695700       11.3068478703       -0.0003208000
        0.1400695700       11.5079770201       -0.0003206337
        0.1400695700       11.7091061698       -0.0003205203
        0.1400695700       11.9102353196       -0.0003198920
        0.1400695700       12.1113644694       -0.0003178635
        0.1400695700       12.3124936191       -0.0003133529
        0.1400695700       12.5136227689       -0.0003052792
        0.1400695700       12.7147519187       -0.0002927907
        0.1400695700       12.9158810684       -0.0002754691
        0.1400695700       13.1170102182       -0.0002534556
        0.1400695700       13.3181393680       -0.0002274684
        0.1400695700       13.5192685177       -0.0001987074
        0.1400695700       13.7203976675       -0.0001686724
        0.1400695700       13.9215268173       -0.0001389377
        0.1400695700       14.1226559670       -0.0001109343
        0.1400695700       14.3237851168       -0.0000857811
        0.1400695700       14.5249142666       -0.0000641907
        0.1400695700       14.7260434163       -0.0000464550
        0.1400695700       14.9271725661       -0.0000324961
        0.1400695700       15.1283017159       -0.0000219613
        0.1400695700       15.3294308656       -0.0000143327
        0.1400695700       15.5305600154       -0.0000090297
        0.1400695700       15.7316891652       -0.0000054897
        0.1400695700       15.9328183149       -0.0000032198
        0.1400695700       16.1339474647       -0.0000018215
        0.1400695700       16.3350766145        0.0000000000
        0.1400695700       16.5362057643        0.0000000000
        0.1400695700       16.7373349140        0.0000000000
        0.1400695700       16.9384640638        0.0000000000
        0.1400695700       17.1395932136        0.0000000000
        0.1400695700       17.3407223633        0.0000000000
        0.1400695700       17.5418515131        0.0000000000
        0.1400695700       17.7429806629        0.0000000000
        0.1400695700       17.9441098126        0.0000000000
        0.1400695700       18.1452389624        0.0000000000
        0.1400695700       18.3463681122        0.0000000000
        0.1400695700       18.5474972619        0.0000000000
        0.1400695700       18.7486264117        0.0000000000
        0.1400695700       18.9497555615        0.0000000000
        0.1400695700       19.1508847112        0.0000000000
        0.1400695700       19.3520138610        0.0000000000

        0.3281215854       -0.5597719660        0.0000000000
        0.3281215854       -0.3586428162        0.0000000000
        0.3281215854       -0.1575136665        0.0000000000
        0.3281215854        0.0436154833        0.0000000000
        0.3281215854        0.2447446331        0.0000000000
        0.3281215854        0.4458737828        0.0000000000
        0.3281215854        0.6470029326        0.0000000000
        0.3281215854        0.8481320824        0.0000000000
        0.3281215854        1.0492612321       -0.0000012242
        0.3281215854        1.2503903819       -0.0000018952
        0.3281215854        1.4515195317       -0.0000029252
        0.3281215854        1.6526486814       -0.0000045213
        0.3281215854        1.8537778312       -0.0000070090
