#! FIELDS d1 d2 file.free der_d1 der_d2
#! SET min_d1 0.136508
#! SET max_d1 0.225944
#! SET nbins_d1  27
#! SET periodic_d1 false
#! SET min_d2 0.220021
#! SET max_d2 0.480055
#! SET nbins_d2  75
#! SET periodic_d2 false
    0.136508000    0.220021000   12.917526047   -0.000000000   -0.000000000
    0.139947846    0.220021000   12.917526047   -0.000000000   -0.000000000
    0.143387692    0.220021000   12.917526047   -0.000000000   -0.000000000
    0.146827538    0.220021000   12.917525293   -0.000300204   -0.000266746
    0.150267385    0.220021000   12.917523253   -0.001015982   -0.000988178
    0.153707231    0.220021000   12.917516849   -0.003027341   -0.003252251
    0.157147077    0.220021000   12.917499152   -0.007926437   -0.009509226
    0.160586923    0.220021000   12.917456183   -0.018186506   -0.024701204
    0.164026769    0.220021000   12.917364818   -0.036423508   -0.057003696
    0.167466615    0.220021000   12.917195495   -0.063305095   -0.116869136
    0.170906462    0.220021000   12.916923975   -0.094594445   -0.212867118
    0.174346308    0.220021000   12.916551800   -0.119556051   -0.344452429
    0.177786154    0.220021000   12.916125487   -0.123694482   -0.495178577
    0.181226000    0.220021000   12.915737311   -0.096447564   -0.632421125
    0.184665846    0.220021000   12.915496483   -0.039618948   -0.717567588
    0.188105692    0.220021000   12.915480209    0.030437062   -0.723321184
    0.191545538    0.220021000   12.915693937    0.090279079   -0.647756053
    0.194985385    0.220021000   12.916068429    0.121965436   -0.515351685
    0.198425231    0.220021000   12.916495785    0.121646127   -0.364256949
    0.201865077    0.220021000   12.916879107    0.098639844   -0.228730414
    0.205304923    0.220021000   12.917165143    0.067442125   -0.127600363
    0.208744769    0.220021000   12.917347180    0.039577754   -0.063239996
    0.212184615    0.220021000   12.917447291    0.020135298   -0.027844773
    0.215624462    0.220021000   12.917495241    0.008936001   -0.010891995
    0.219064308    0.220021000   12.917515342    0.003473676   -0.003785150
    0.222504154    0.220021000   12.917522742    0.001186147   -0.001168613
    0.225944000    0.220021000   12.917526047   -0.000000000   -0.000000000

    0.136508000    0.223534973   12.917526047   -0.000000000   -0.000000000
    0.139947846    0.223534973   12.917526047   -0.000000000   -0.000000000
    0.143387692    0.223534973   12.917526047   -0.000000000   -0.000000000
    0.146827538    0.223534973   12.917523591   -0.000977612   -0.000782322
    0.150267385    0.223534973   12.917516820   -0.003356781   -0.002950503
    0.153707231    0.223534973   12.917495649   -0.010012887   -0.009722345
    0.157147077    0.223534973   12.917437077   -0.026246954   -0.028463814
    0.160586923    0.223534973   12.917294692   -0.060298000   -0.074039685
    0.164026769    0.223534973   12.916991536   -0.120934299   -0.171114936
    0.167466615    0.223534973   12.916428864   -0.210523415   -0.351370878
    0.170906462    0.223534973   12.915525042   -0.315162486   -0.641063222
    0.174346308    0.223534973   12.914283647   -0.399235144   -1.039192837
    0.177786154    0.223534973   12.912857982   -0.414330966   -1.496768807
    0.181226000    0.223534973   12.911554848   -0.324770629   -1.915490045
    0.184665846    0.223534973   12.910739584   -0.135880693   -2.178086721
    0.188105692    0.223534973   12.910672972    0.098292726   -2.200615824
    0.191545538    0.223534973   12.911377242    0.299483108   -1.975563589
    0.194985385    0.223534973   12.912624169    0.407182705   -1.575867358
    0.198425231    0.223534973   12.914053850    0.407722819   -1.116952122
    0.201865077    0.223534973   12.915340703    0.331693403   -0.703461509
    0.205304923    0.223534973   12.916303930    0.227477614   -0.393678681
    0.208744769    0.223534973   12.916918769    0.133895360   -0.195769211
    0.212184615    0.223534973   12.917257915    0.068328549   -0.086507401
    0.215624462    0.223534973   12.917420851    0.030420238   -0.033968333
    0.219064308    0.223534973   12.917489374    0.011864371   -0.011852592
    0.222504154    0.223534973   12.917514687    0.004065390   -0.003675166
    0.225944000    0.223534973   12.917525873    0.000065412   -0.000072614

    0.136508000    0.227048946   12.917526047   -0.000000000   -0.000000000
